feedback_id,store_id,comment,rating,feedback_date
1403,3,Not impressed,1,2024-03-03
1404,1,Coffee was cold,2,2024-04-19
1405,5,Tasty food,5,2024-03-16
1406,4,Too noisy,4,2024-04-03
1407,5,Not impressed,3,2024-02-28
1408,5,Bad experience,4,2024-04-17
1409,1,Line was too long,4,2024-03-31
1410,2,Wifi was slow,1,2024-02-05
1411,5,Best coffee ever,4,2024-01-15
1412,1,Needs more vegan options,4,2024-03-13
1413,1,Friendly barista,2,2024-04-04
1414,3,Wifi was slow,3,2024-03-29
1415,3,Too noisy,4,2024-02-29
1416,2,Coffee was cold,4,2024-01-15
1417,4,Tasty food,3,2024-02-03
1418,5,Line was too long,2,2024-03-02
1419,5,Too noisy,5,2024-01-16
1420,1,Line was too long,4,2024-01-23
1421,1,Line was too long,3,2024-02-02
1422,1,Excellent staff,4,2024-04-02
1423,3,Best coffee ever,3,2024-04-05
1424,1,Will come again,4,2024-02-01
1425,2,Will come again,3,2024-01-16
1426,1,Tasty food,4,2024-03-19
1427,4,Needs more vegan options,3,2024-03-25
1428,1,Excellent staff,5,2024-01-28
1429,5,Very clean,3,2024-01-14
1430,5,Not impressed,4,2024-01-21
1431,1,Bad experience,3,2024-03-28
1432,5,Needs more vegan options,4,2024-04-08
1433,1,Not impressed,4,2024-04-11
1434,1,Not impressed,4,2024-04-16
1435,3,Tasty food,4,2024-03-11
1436,3,Will come again,5,2024-01-31
1437,5,Best coffee ever,3,2024-01-22
1438,5,Coffee was cold,5,2024-01-25
1439,2,Friendly barista,4,2024-02-15
1440,2,Bad experience,4,2024-02-11
1441,1,Needs more vegan options,1,2024-01-04
1442,2,Very clean,4,2024-02-02
1443,4,Needs more vegan options,4,2024-04-09
1444,3,Too noisy,3,2024-03-30
1445,5,Bad experience,3,2024-02-23
1446,2,Will come again,4,2024-01-29
1447,4,Best coffee ever,3,2024-02-16
1448,2,Not impressed,4,2024-03-10
1449,5,Great service!,1,2024-03-23
1450,2,Will come again,5,2024-04-23
1451,3,Wifi was slow,5,2024-02-25
1452,2,Friendly barista,3,2024-01-25
1453,4,Excellent staff,3,2024-02-27
1454,2,Needs more vegan options,5,2024-03-14
1455,5,Friendly barista,3,2024-04-09
1456,2,Will come again,2,2024-02-17
1457,4,Not impressed,5,2024-02-20
1458,2,Line was too long,4,2024-04-16
1459,1,Not impressed,4,2024-03-14
1460,5,Coffee was cold,3,2024-03-20
1461,1,Needs more vegan options,4,2024-01-15
1462,1,Friendly barista,3,2024-04-22
1463,5,Great service!,3,2024-04-07
1464,5,Great service!,4,2024-02-15
1465,4,Very clean,4,2024-04-13
1466,4,Will come again,3,2024-02-23
1467,4,Needs more vegan options,4,2024-02-23
1468,1,Friendly barista,3,2024-03-19
1469,2,Very clean,5,2024-03-05
1470,3,Great service!,4,2024-04-29
1471,2,Great service!,4,2024-03-02
1472,3,Tasty food,4,2024-03-10
1473,3,Excellent staff,3,2024-02-21
1474,3,Loved the croissant,5,2024-01-19
1475,3,Very clean,3,2024-02-12
1476,5,Very clean,2,2024-01-06
1477,4,Great service!,5,2024-04-24
1478,5,Coffee was cold,3,2024-03-08
1479,1,Best coffee ever,5,2024-01-10
1480,5,Needs more vegan options,3,2024-04-29
1481,4,Too noisy,3,2024-02-12
1482,2,Needs more vegan options,5,2024-02-24
1483,4,Friendly barista,5,2024-04-28
1484,2,Will come again,5,2024-04-27
1485,1,Too noisy,2,2024-04-13
1486,3,Not impressed,4,2024-01-09
1487,5,Line was too long,1,2024-03-05
1488,3,Needs more vegan options,4,2024-02-20
1489,1,Will come again,4,2024-03-03
1490,1,Great service!,5,2024-02-25
1491,2,Friendly barista,5,2024-03-21
1492,2,Loved the croissant,3,2024-04-14
1493,1,Excellent staff,4,2024-04-01
1494,4,Coffee was cold,3,2024-04-22
1495,3,Great service!,1,2024-01-12
1496,5,Not impressed,4,2024-02-15
1497,1,Loved the croissant,2,2024-04-14
1498,5,Too noisy,5,2024-04-12
1499,1,Coffee was cold,4,2024-01-16
1500,2,Needs more vegan options,1,2024-03-18
1501,2,Too noisy,3,2024-03-10
1502,1,Tasty food,3,2024-02-16
1503,5,Best coffee ever,4,2024-02-29
1504,3,Line was too long,4,2024-02-26
1505,1,Line was too long,5,2024-03-03
1506,1,Great service!,5,2024-01-30
1507,4,Tasty food,5,2024-04-18
1508,1,Not impressed,4,2024-03-30
1509,2,Loved the croissant,2,2024-03-24
1510,4,Excellent staff,4,2024-01-05
1511,4,Excellent staff,4,2024-01-15
1512,2,Too noisy,4,2024-01-31
1513,2,Great service!,3,2024-01-18
1514,2,Needs more vegan options,3,2024-03-17
1515,5,Bad experience,2,2024-02-12
1516,4,Line was too long,5,2024-01-11
1517,3,Excellent staff,3,2024-04-17
1518,3,Bad experience,4,2024-02-20
1519,5,Wifi was slow,4,2024-01-12
1520,3,Coffee was cold,3,2024-04-28
1521,4,Coffee was cold,4,2024-04-26
1522,2,Too noisy,4,2024-02-25
1523,4,Coffee was cold,2,2024-03-23
1524,5,Needs more vegan options,3,2024-01-19
1525,5,Best coffee ever,4,2024-01-01
1526,1,Excellent staff,3,2024-01-14
1527,5,Coffee was cold,2,2024-03-21
1528,5,Too noisy,4,2024-03-06
1529,4,Too noisy,5,2024-04-12
1530,4,Loved the croissant,3,2024-02-07
1531,5,Very clean,3,2024-03-25
1532,4,Not impressed,3,2024-01-20
1533,4,Coffee was cold,4,2024-02-21
1534,5,Needs more vegan options,4,2024-01-23
1535,2,Excellent staff,2,2024-04-03
1536,5,Coffee was cold,5,2024-03-05
1537,3,Line was too long,4,2024-01-06
1538,4,Tasty food,4,2024-03-19
1539,1,Will come again,2,2024-01-17
1540,5,Tasty food,4,2024-02-05
1541,2,Needs more vegan options,4,2024-03-30
1542,2,Wifi was slow,4,2024-04-27
1543,4,Friendly barista,4,2024-03-02
1544,5,Will come again,3,2024-02-28
1545,5,Loved the croissant,4,2024-03-06
1546,3,Not impressed,4,2024-04-21
1547,5,Coffee was cold,4,2024-02-22
1548,3,Too noisy,3,2024-04-18
1549,2,Very clean,5,2024-01-11
1550,5,Excellent staff,5,2024-04-16
1551,4,Too noisy,2,2024-04-21
1552,3,Coffee was cold,5,2024-01-10
1553,3,Coffee was cold,5,2024-01-04
1554,4,Will come again,4,2024-01-19
1555,1,Bad experience,2,2024-03-30
1556,4,Tasty food,4,2024-02-23
1557,3,Line was too long,4,2024-02-08
1558,4,Not impressed,3,2024-03-22
1559,3,Friendly barista,5,2024-04-17
1560,1,Will come again,3,2024-03-26
1561,5,Tasty food,4,2024-03-02
1562,2,Best coffee ever,4,2024-02-11
1563,1,Friendly barista,5,2024-01-29
1564,5,Very clean,4,2024-03-19
1565,4,Too noisy,3,2024-02-13
1566,3,Very clean,4,2024-02-02
1567,1,Not impressed,5,2024-02-11
1568,4,Loved the croissant,5,2024-01-11
1569,5,Loved the croissant,4,2024-02-28
1570,2,Tasty food,1,2024-03-24
1571,1,Wifi was slow,5,2024-03-31
1572,2,Loved the croissant,4,2024-04-27
1573,4,Needs more vegan options,2,2024-04-24
1574,5,Very clean,5,2024-01-15
1575,1,Excellent staff,4,2024-01-03
1576,5,Will come again,5,2024-03-20
1577,3,Too noisy,3,2024-01-28
1578,5,Wifi was slow,5,2024-04-25
1579,5,Excellent staff,4,2024-02-22
1580,5,Wifi was slow,4,2024-04-21
1581,1,Loved the croissant,3,2024-02-11
1582,1,Bad experience,3,2024-01-15
1583,1,Friendly barista,4,2024-02-09
1584,2,Very clean,4,2024-03-30
1585,4,Will come again,4,2024-02-03
1586,4,Needs more vegan options,4,2024-02-05
1587,5,Too noisy,1,2024-01-27
1588,2,Needs more vegan options,5,2024-01-14
1589,4,Wifi was slow,5,2024-04-23
1590,1,Tasty food,5,2024-01-03
1591,3,Great service!,5,2024-01-03
1592,3,Very clean,5,2024-03-27
1593,4,Tasty food,2,2024-03-09
1594,2,Best coffee ever,4,2024-03-06
1595,4,Wifi was slow,3,2024-02-29
1596,1,Loved the croissant,5,2024-02-07
1597,2,Best coffee ever,5,2024-04-09
1598,3,Wifi was slow,3,2024-01-02
1599,5,Friendly barista,5,2024-04-24
1600,1,Needs more vegan options,5,2024-03-19
1601,2,Bad experience,4,2024-03-06
1602,5,Coffee was cold,4,2024-04-09
1603,1,Too noisy,1,2024-04-01
1604,3,Bad experience,4,2024-03-18
1605,2,Very clean,5,2024-01-12
1606,4,Excellent staff,1,2024-01-30
1607,2,Wifi was slow,5,2024-04-08
1608,2,Bad experience,2,2024-01-08
1609,1,Will come again,4,2024-04-05
1610,4,Tasty food,5,2024-01-20
1611,3,Needs more vegan options,5,2024-04-15
1612,5,Best coffee ever,2,2024-04-24
1613,3,Coffee was cold,5,2024-03-19
1614,4,Best coffee ever,3,2024-03-03
1615,5,Bad experience,3,2024-03-18
1616,2,Needs more vegan options,4,2024-01-26
1617,5,Needs more vegan options,2,2024-01-25
1618,2,Not impressed,4,2024-02-26
1619,4,Line was too long,5,2024-03-23
1620,3,Line was too long,4,2024-02-29
1621,1,Too noisy,2,2024-01-20
1622,5,Very clean,5,2024-04-28
1623,1,Too noisy,3,2024-04-24
1624,1,Bad experience,5,2024-01-26
1625,5,Coffee was cold,5,2024-04-05
1626,1,Line was too long,5,2024-01-23
1627,1,Excellent staff,1,2024-03-04
1628,1,Best coffee ever,4,2024-01-14
1629,3,Not impressed,3,2024-03-26
1630,2,Loved the croissant,3,2024-04-03
1631,3,Friendly barista,5,2024-04-01
1632,3,Bad experience,3,2024-02-07
1633,2,Not impressed,2,2024-02-09
1634,2,Friendly barista,3,2024-02-26
1635,1,Coffee was cold,4,2024-01-30
1636,3,Friendly barista,4,2024-04-24
1637,5,Great service!,3,2024-01-03
1638,5,Best coffee ever,2,2024-04-29
1639,1,Very clean,5,2024-04-08
1640,3,Will come again,5,2024-03-08
1641,1,Needs more vegan options,4,2024-02-24
1642,3,Will come again,3,2024-04-12
1643,1,Very clean,1,2024-04-07
1644,2,Wifi was slow,3,2024-04-18
1645,5,Very clean,4,2024-03-15
1646,1,Not impressed,4,2024-03-17
1647,3,Too noisy,4,2024-03-06
1648,5,Friendly barista,4,2024-02-05
1649,1,Coffee was cold,5,2024-02-22
1650,4,Needs more vegan options,4,2024-01-30
1651,5,Friendly barista,1,2024-03-20
1652,4,Not impressed,4,2024-02-23
1653,3,Very clean,4,2024-02-01
1654,2,Will come again,3,2024-03-19
1655,2,Needs more vegan options,4,2024-03-27
1656,3,Friendly barista,1,2024-02-16
1657,4,Coffee was cold,4,2024-04-08
1658,2,Friendly barista,2,2024-04-18
1659,2,Very clean,5,2024-03-21
1660,4,Too noisy,4,2024-03-22
1661,1,Bad experience,1,2024-02-01
1662,2,Needs more vegan options,5,2024-01-16
1663,2,Not impressed,5,2024-03-05
1664,1,Tasty food,5,2024-01-14
1665,4,Very clean,4,2024-03-06
1666,4,Wifi was slow,3,2024-03-10
1667,1,Friendly barista,4,2024-03-30
1668,2,Wifi was slow,5,2024-02-24
1669,1,Loved the croissant,4,2024-02-13
1670,3,Tasty food,2,2024-01-08
1671,1,Friendly barista,5,2024-03-28
1672,5,Wifi was slow,4,2024-02-27
1673,4,Great service!,5,2024-02-08
1674,2,Line was too long,3,2024-02-19
1675,2,Coffee was cold,3,2024-02-12
1676,3,Coffee was cold,2,2024-01-31
1677,2,Excellent staff,3,2024-03-04
1678,3,Friendly barista,2,2024-03-25
1679,3,Great service!,3,2024-01-20
1680,4,Wifi was slow,4,2024-01-02
1681,3,Loved the croissant,5,2024-02-12
1682,4,Friendly barista,2,2024-02-09
1683,3,Not impressed,3,2024-02-27
1684,1,Bad experience,3,2024-03-24
1685,4,Will come again,3,2024-04-22
1686,5,Wifi was slow,5,2024-03-26
1687,1,Needs more vegan options,3,2024-01-13
1688,3,Best coffee ever,2,2024-03-24
1689,5,Great service!,5,2024-04-17
1690,4,Too noisy,5,2024-04-28
1691,5,Wifi was slow,5,2024-04-04
1692,5,Tasty food,4,2024-01-23
1693,3,Loved the croissant,5,2024-01-26
1694,1,Tasty food,4,2024-04-16
1695,5,Very clean,5,2024-04-26
1696,1,Very clean,4,2024-04-03
1697,5,Not impressed,4,2024-04-18
1698,4,Best coffee ever,5,2024-03-13
1699,3,Friendly barista,1,2024-02-08
1700,5,Tasty food,3,2024-02-11
1701,3,Not impressed,4,2024-04-26
1702,1,Excellent staff,5,2024-02-01
1703,5,Line was too long,1,2024-02-13
1704,4,Too noisy,4,2024-02-09
1705,2,Loved the croissant,4,2024-03-16
1706,1,Bad experience,5,2024-03-16
1707,3,Friendly barista,4,2024-03-31
1708,1,Great service!,2,2024-02-15
1709,4,Very clean,4,2024-01-26
1710,3,Coffee was cold,3,2024-04-16
1711,3,Very clean,4,2024-01-14
1712,3,Tasty food,4,2024-03-18
1713,2,Excellent staff,4,2024-01-11
1714,2,Line was too long,5,2024-04-07
1715,3,Will come again,5,2024-02-23
1716,2,Not impressed,5,2024-01-08
1717,3,Wifi was slow,3,2024-02-08
1718,4,Tasty food,4,2024-01-15
1719,3,Loved the croissant,3,2024-01-04
1720,2,Excellent staff,3,2024-03-05
1721,4,Best coffee ever,4,2024-02-04
1722,4,Too noisy,4,2024-04-26
1723,2,Bad experience,5,2024-01-06
1724,3,Excellent staff,4,2024-04-24
1725,2,Too noisy,2,2024-03-06
1726,1,Bad experience,4,2024-04-20
1727,2,Will come again,2,2024-03-23
1728,4,Too noisy,5,2024-04-04
1729,3,Will come again,1,2024-02-22
1730,5,Bad experience,4,2024-03-23
1731,3,Friendly barista,4,2024-04-29
1732,4,Line was too long,4,2024-01-23
1733,3,Will come again,4,2024-03-13
1734,4,Not impressed,5,2024-01-19
1735,5,Coffee was cold,3,2024-01-13
1736,2,Too noisy,2,2024-03-02
1737,1,Too noisy,5,2024-01-08
1738,3,Tasty food,5,2024-03-02
1739,5,Tasty food,4,2024-04-01
1740,3,Line was too long,5,2024-03-31
1741,1,Will come again,3,2024-02-25
1742,1,Friendly barista,4,2024-04-26
1743,1,Very clean,4,2024-02-07
1744,5,Not impressed,5,2024-04-15
1745,1,Needs more vegan options,3,2024-03-13
1746,1,Coffee was cold,3,2024-01-15
1747,1,Excellent staff,4,2024-03-02
1748,1,Line was too long,3,2024-03-01
1749,5,Very clean,4,2024-02-15
1750,3,Very clean,5,2024-02-03
1751,5,Bad experience,5,2024-01-25
1752,5,Will come again,3,2024-01-01
1753,1,Bad experience,3,2024-03-15
1754,2,Line was too long,4,2024-01-15
1755,3,Line was too long,4,2024-03-30
1756,3,Coffee was cold,4,2024-02-16
1757,2,Bad experience,4,2024-02-07
1758,3,Loved the croissant,5,2024-02-02
1759,1,Very clean,4,2024-02-18
1760,1,Wifi was slow,4,2024-04-08
1761,1,Coffee was cold,4,2024-04-19
1762,1,Excellent staff,4,2024-01-27
1763,4,Tasty food,4,2024-02-21
1764,1,Friendly barista,2,2024-03-16
1765,4,Will come again,4,2024-03-24
1766,3,Friendly barista,5,2024-01-12
1767,3,Great service!,1,2024-03-01
1768,4,Line was too long,4,2024-02-06
1769,3,Best coffee ever,4,2024-01-06
1770,5,Wifi was slow,3,2024-03-24
1771,2,Bad experience,4,2024-03-27
1772,5,Needs more vegan options,3,2024-03-19
1773,4,Not impressed,5,2024-04-01
1774,2,Too noisy,3,2024-02-03
1775,4,Friendly barista,5,2024-01-08
1776,1,Not impressed,1,2024-03-24
1777,2,Bad experience,4,2024-01-06
1778,4,Best coffee ever,1,2024-02-29
1779,1,Excellent staff,5,2024-01-26
1780,3,Excellent staff,5,2024-02-18
1781,4,Great service!,3,2024-01-18
1782,2,Line was too long,2,2024-01-14
1783,3,Bad experience,3,2024-01-20
1784,4,Will come again,2,2024-02-11
1785,4,Wifi was slow,3,2024-04-18
1786,3,Coffee was cold,2,2024-04-22
1787,1,Friendly barista,5,2024-03-05
1788,2,Line was too long,5,2024-03-27
1789,1,Needs more vegan options,4,2024-03-02
1790,2,Too noisy,5,2024-02-27
1791,3,Not impressed,4,2024-04-13
1792,1,Tasty food,3,2024-01-16
1793,5,Tasty food,3,2024-02-14
1794,5,Not impressed,2,2024-02-08
1795,4,Not impressed,5,2024-01-19
1796,1,Best coffee ever,5,2024-01-08
1797,4,Loved the croissant,3,2024-01-24
1798,1,Not impressed,4,2024-04-26
1799,2,Excellent staff,3,2024-04-17
1800,2,Tasty food,2,2024-04-29
1801,3,Tasty food,3,2024-01-16
1802,5,Not impressed,4,2024-01-13
1803,5,Best coffee ever,4,2024-04-23
1804,3,Too noisy,3,2024-01-30
1805,3,Tasty food,5,2024-01-13
1806,3,Friendly barista,4,2024-03-25
1807,3,Bad experience,4,2024-03-23
1808,1,Too noisy,4,2024-01-27
1809,3,Excellent staff,3,2024-02-07
1810,4,Best coffee ever,3,2024-04-17
1811,3,Wifi was slow,5,2024-02-07
1812,1,Very clean,5,2024-02-20
1813,5,Tasty food,4,2024-01-23
1814,5,Not impressed,4,2024-01-16
1815,5,Coffee was cold,4,2024-02-15
1816,1,Not impressed,4,2024-03-28
1817,3,Not impressed,4,2024-02-13
1818,2,Will come again,3,2024-04-23
1819,5,Best coffee ever,5,2024-03-20
1820,5,Coffee was cold,4,2024-02-18
1821,2,Friendly barista,5,2024-01-16
1822,3,Will come again,5,2024-01-11
1823,5,Tasty food,4,2024-01-26
1824,3,Great service!,4,2024-03-20
1825,4,Loved the croissant,5,2024-04-14
1826,2,Needs more vegan options,4,2024-01-15
1827,1,Too noisy,4,2024-02-27
1828,3,Very clean,4,2024-03-22
1829,2,Very clean,5,2024-04-13
1830,2,Friendly barista,5,2024-01-18
1831,2,Not impressed,4,2024-04-08
1832,1,Will come again,2,2024-03-09
1833,5,Wifi was slow,4,2024-03-06
1834,4,Very clean,3,2024-01-30
1835,5,Will come again,4,2024-01-31
1836,3,Best coffee ever,4,2024-01-25
1837,2,Tasty food,1,2024-04-16
1838,5,Very clean,5,2024-04-04
1839,1,Line was too long,4,2024-03-23
1840,1,Tasty food,4,2024-04-28
1841,4,Best coffee ever,3,2024-04-07
1842,5,Wifi was slow,4,2024-03-22
1843,1,Tasty food,3,2024-04-12
1844,1,Needs more vegan options,4,2024-03-04
1845,4,Needs more vegan options,3,2024-04-21
1846,3,Excellent staff,4,2024-02-02
1847,5,Best coffee ever,5,2024-04-18
1848,3,Loved the croissant,4,2024-01-03
1849,2,Bad experience,3,2024-01-18
1850,3,Great service!,3,2024-04-09
1851,1,Coffee was cold,4,2024-02-21
1852,1,Not impressed,3,2024-03-30
1853,3,Tasty food,3,2024-04-01
1854,3,Coffee was cold,1,2024-02-01
1855,2,Tasty food,2,2024-02-18
1856,2,Line was too long,4,2024-02-06
1857,5,Great service!,3,2024-03-11
1858,1,Too noisy,4,2024-01-28
1859,5,Friendly barista,4,2024-02-01
1860,5,Best coffee ever,3,2024-02-10
1861,3,Bad experience,5,2024-02-05
1862,1,Wifi was slow,3,2024-03-26
1863,5,Tasty food,3,2024-01-09
1864,3,Friendly barista,4,2024-01-17
1865,4,Best coffee ever,4,2024-01-10
1866,2,Too noisy,5,2024-03-31
1867,3,Tasty food,1,2024-01-17
1868,3,Needs more vegan options,3,2024-04-05
1869,5,Tasty food,5,2024-02-25
1870,3,Too noisy,5,2024-04-17
1871,3,Too noisy,1,2024-04-15
1872,5,Wifi was slow,4,2024-01-11
1873,3,Best coffee ever,3,2024-02-14
1874,2,Great service!,5,2024-03-29
1875,1,Needs more vegan options,5,2024-01-17
1876,5,Loved the croissant,5,2024-03-04
1877,4,Loved the croissant,1,2024-03-31
1878,4,Excellent staff,5,2024-02-24
1879,1,Friendly barista,3,2024-03-19
1880,2,Excellent staff,4,2024-01-05
1881,3,Too noisy,4,2024-04-16
1882,4,Not impressed,4,2024-04-29
1883,3,Great service!,3,2024-03-17
1884,2,Will come again,4,2024-03-10
1885,5,Line was too long,3,2024-02-11
1886,1,Coffee was cold,5,2024-03-24
1887,2,Wifi was slow,4,2024-03-07
1888,4,Line was too long,5,2024-04-01
1889,4,Not impressed,4,2024-01-03
1890,1,Not impressed,3,2024-04-06
1891,5,Too noisy,5,2024-03-06
1892,2,Very clean,4,2024-04-10
1893,4,Excellent staff,3,2024-02-29
1894,4,Wifi was slow,5,2024-01-29
1895,5,Tasty food,5,2024-03-18
1896,4,Will come again,4,2024-01-07
1897,4,Needs more vegan options,5,2024-04-17
1898,3,Will come again,4,2024-01-04
1899,1,Wifi was slow,4,2024-02-19
1900,3,Friendly barista,5,2024-01-21
1901,4,Wifi was slow,2,2024-03-29
1902,5,Very clean,4,2024-01-09
1903,1,Tasty food,4,2024-02-29
1904,2,Excellent staff,4,2024-03-16
1905,2,Very clean,3,2024-01-12
1906,5,Too noisy,4,2024-02-25
1907,2,Bad experience,5,2024-01-05
1908,3,Best coffee ever,5,2024-03-03
1909,4,Friendly barista,4,2024-04-02
1910,2,Very clean,4,2024-01-27
1911,3,Friendly barista,4,2024-04-12
1912,1,Bad experience,5,2024-02-18
1913,5,Loved the croissant,3,2024-01-20
1914,1,Coffee was cold,5,2024-01-29
1915,1,Great service!,4,2024-04-28
1916,3,Great service!,4,2024-03-23
1917,2,Too noisy,5,2024-02-05
1918,3,Very clean,3,2024-04-06
1919,2,Wifi was slow,2,2024-01-08
1920,4,Coffee was cold,4,2024-01-30
1921,5,Loved the croissant,3,2024-03-01
1922,4,Loved the croissant,4,2024-04-07
1923,2,Wifi was slow,2,2024-04-04
1924,2,Not impressed,4,2024-01-01
1925,1,Will come again,3,2024-02-04
1926,2,Bad experience,2,2024-03-23
1927,1,Excellent staff,2,2024-04-28
1928,1,Line was too long,5,2024-02-15
1929,5,Too noisy,3,2024-01-18
1930,2,Tasty food,4,2024-02-24
1931,4,Very clean,4,2024-04-19
1932,3,Loved the croissant,4,2024-03-21
1933,1,Not impressed,4,2024-04-15
1934,3,Not impressed,4,2024-01-31
1935,1,Coffee was cold,5,2024-03-04
1936,4,Line was too long,4,2024-01-20
1937,1,Wifi was slow,4,2024-04-29
1938,5,Friendly barista,4,2024-01-29
1939,1,Best coffee ever,4,2024-04-12
1940,2,Wifi was slow,4,2024-02-12
1941,5,Wifi was slow,3,2024-03-25
1942,1,Great service!,3,2024-02-24
1943,1,Coffee was cold,3,2024-03-13
1944,3,Bad experience,5,2024-01-30
1945,1,Coffee was cold,5,2024-02-02
1946,5,Friendly barista,4,2024-01-18
1947,1,Bad experience,4,2024-02-18
1948,3,Loved the croissant,4,2024-02-22
1949,4,Wifi was slow,3,2024-02-20
1950,3,Not impressed,5,2024-01-10
1951,3,Needs more vegan options,5,2024-03-05
1952,1,Very clean,4,2024-01-28
1953,4,Best coffee ever,4,2024-04-06
1954,5,Will come again,4,2024-04-12
1955,5,Coffee was cold,2,2024-01-18
1956,2,Line was too long,4,2024-04-16
1957,3,Line was too long,3,2024-04-18
1958,3,Not impressed,3,2024-03-01
1959,2,Too noisy,4,2024-01-09
1960,1,Great service!,5,2024-04-01
1961,5,Needs more vegan options,5,2024-02-29
1962,5,Friendly barista,4,2024-03-27
1963,2,Line was too long,4,2024-01-26
1964,2,Friendly barista,4,2024-04-22
1965,2,Wifi was slow,4,2024-02-12
1966,4,Coffee was cold,3,2024-02-02
1967,3,Not impressed,3,2024-01-20
1968,5,Very clean,4,2024-01-16
1969,1,Best coffee ever,4,2024-03-23
1970,4,Great service!,5,2024-02-01
1971,3,Excellent staff,4,2024-04-27
1972,4,Best coffee ever,4,2024-01-11
1973,3,Friendly barista,4,2024-04-19
1974,2,Line was too long,3,2024-04-17
1975,1,Very clean,4,2024-04-13
1976,2,Loved the croissant,2,2024-03-02
1977,5,Friendly barista,2,2024-04-20
1978,5,Wifi was slow,1,2024-01-26
1979,5,Loved the croissant,2,2024-04-28
1980,5,Friendly barista,4,2024-01-01
1981,4,Bad experience,5,2024-04-11
1982,1,Excellent staff,1,2024-01-12
1983,1,Not impressed,5,2024-02-26
1984,5,Bad experience,4,2024-03-13
1985,3,Needs more vegan options,5,2024-02-19
1986,2,Tasty food,5,2024-03-12
1987,5,Tasty food,5,2024-04-04
1988,3,Will come again,5,2024-03-24
1989,1,Excellent staff,2,2024-01-19
1990,2,Coffee was cold,4,2024-04-05
1991,1,Line was too long,4,2024-04-28
1992,1,Not impressed,1,2024-01-05
1993,4,Not impressed,4,2024-01-31
1994,2,Excellent staff,1,2024-01-22
1995,4,Loved the croissant,4,2024-03-24
1996,5,Line was too long,3,2024-03-16
1997,2,Needs more vegan options,5,2024-03-23
1998,3,Very clean,4,2024-04-10
1999,1,Bad experience,2,2024-03-06
2000,1,Friendly barista,5,2024-01-04
2001,4,Will come again,4,2024-01-30
2002,4,Tasty food,4,2024-01-23
2003,4,Tasty food,3,2024-02-27
2004,2,Best coffee ever,2,2024-01-21
2005,1,Coffee was cold,5,2024-02-23
2006,3,Wifi was slow,3,2024-02-28
2007,2,Not impressed,3,2024-03-09
2008,1,Excellent staff,5,2024-01-07
2009,5,Friendly barista,4,2024-03-16
2010,5,Will come again,4,2024-04-14
2011,4,Very clean,3,2024-03-15
2012,4,Best coffee ever,5,2024-02-15
2013,4,Line was too long,4,2024-03-18
2014,1,Best coffee ever,4,2024-03-03
2015,4,Wifi was slow,2,2024-02-08
2016,3,Friendly barista,4,2024-03-07
2017,3,Not impressed,4,2024-03-27
2018,5,Great service!,5,2024-03-07
2019,2,Very clean,2,2024-04-09
2020,1,Line was too long,4,2024-04-27
2021,2,Friendly barista,3,2024-04-12
2022,4,Great service!,4,2024-03-28
2023,1,Best coffee ever,2,2024-02-10
2024,4,Great service!,5,2024-04-06
2025,2,Loved the croissant,4,2024-02-01
2026,5,Loved the croissant,4,2024-04-03
2027,3,Coffee was cold,4,2024-02-05
2028,3,Bad experience,4,2024-01-03
2029,3,Friendly barista,4,2024-03-10
2030,1,Excellent staff,4,2024-04-05
2031,4,Great service!,4,2024-03-10
2032,3,Great service!,3,2024-02-25
2033,4,Coffee was cold,3,2024-04-16
2034,3,Not impressed,5,2024-03-08
2035,2,Line was too long,4,2024-03-08
2036,5,Line was too long,4,2024-01-13
2037,4,Line was too long,4,2024-02-18
2038,1,Very clean,4,2024-04-16
2039,3,Bad experience,5,2024-03-07
2040,2,Will come again,4,2024-04-08
2041,3,Bad experience,2,2024-04-17
2042,5,Tasty food,3,2024-02-16
2043,3,Excellent staff,5,2024-03-20
2044,5,Tasty food,4,2024-01-24
2045,4,Very clean,5,2024-02-09
2046,5,Very clean,4,2024-01-24
2047,2,Needs more vegan options,3,2024-02-26
2048,2,Bad experience,1,2024-04-19
2049,4,Friendly barista,3,2024-01-24
2050,1,Will come again,3,2024-04-11
2051,2,Friendly barista,2,2024-03-09
2052,4,Needs more vegan options,4,2024-03-03
2053,4,Great service!,5,2024-04-25
2054,2,Too noisy,2,2024-01-19
2055,4,Very clean,4,2024-03-02
2056,4,Excellent staff,4,2024-03-11
2057,3,Too noisy,2,2024-01-30
2058,4,Best coffee ever,3,2024-03-29
2059,2,Will come again,4,2024-03-05
2060,2,Best coffee ever,5,2024-01-02
2061,2,Not impressed,4,2024-03-12
2062,3,Bad experience,2,2024-03-08
2063,2,Bad experience,4,2024-04-29
2064,4,Friendly barista,5,2024-04-20
2065,5,Friendly barista,5,2024-04-05
2066,3,Excellent staff,5,2024-04-19
2067,5,Friendly barista,5,2024-04-11
2068,1,Tasty food,3,2024-04-22
2069,5,Loved the croissant,4,2024-01-06
2070,4,Tasty food,3,2024-04-17
2071,3,Loved the croissant,3,2024-03-04
2072,2,Great service!,4,2024-04-22
2073,2,Very clean,4,2024-04-13
2074,5,Great service!,4,2024-04-06
2075,5,Great service!,5,2024-04-10
2076,5,Very clean,4,2024-01-10
2077,4,Bad experience,4,2024-04-27
2078,2,Loved the croissant,5,2024-01-24
2079,1,Friendly barista,3,2024-04-09
